species_list,Site Name,Longitude,Latitude,Month,Year,total_tolerant_species,total_sensitive_species,total_resident_species,total_migrant_species,total_unique_species,total_bird_count
"['Arctic Warbler', 'Ashy Minivet', 'Asian Koel', 'Barred Rail', 'Black-naped Monarch', 'Black-naped Oriole', 'Brown-breasted Kingfisher', 'Brown Shrike', 'Collared Kingfisher', 'Common Kingfisher', 'Common Sandpiper', 'Coppersmith Barbet', 'Elegant Tit', 'Asian Emerald Dove', 'Eurasian Tree Sparrow', 'Golden-bellied Gerygone', 'Gray Wagtail', 'Guaiabero', 'Gray-backed Tailorbird', 'Gray-rumped Swiftlet', 'Gray-streaked Flycatcher', 'Philippine Jungle Crow', 'Little Egret', 'Lowland White-eye', 'Mangrove Blue Flycatcher', 'Scaly-breasted Munia', 'Garden Sunbird', 'Ameline Swiftlet', 'Philippine Cuckoo-Dove', 'Philippine Bulbul', 'Philippine Coucal', 'Philippine Hawk-Eagle', 'Philippine Hanging-Parrot', 'Philippine Magpie-Robin', 'Philippine Pied-Fantail', 'Philippine Pygmy Woodpecker', 'Philippine Serpent-Eagle', 'Pied Triller', 'Pygmy Flowerpecker', 'Red Collared-Dove', 'Red-keeled Flowerpecker', 'Rock Pigeon', 'Spotted Dove', 'Stripe-sided Rhabdornis', 'Tawny Grassbird', 'Western Hooded Pitta', 'White-breasted Waterhen', 'White-breasted Woodswallow', 'White-eared Brown-Dove', 'Yellow-vented Bulbul', 'Zebra Dove']","Victoria Valley - Valley Golf, Antipolo",121.1461893,14.6007306,2,2022,35,16,43,8,51,2259
"['Ashy Minivet', 'Asian Koel', 'Barred Rail', 'Black-naped Monarch', 'Black-naped Oriole', 'Brown-headed Thrush', 'Brown Shrike', 'Blue-tailed Bee-eater', 'Collared Kingfisher', 'Common Kingfisher', 'Coppersmith Barbet', 'Elegant Tit', 'Asian Emerald Dove', 'Eurasian Tree Sparrow', 'Eyebrowed Thrush', 'Golden-bellied Gerygone', 'Gray Wagtail', 'Gray-backed Tailorbird', 'Gray-rumped Swiftlet', 'Gray-streaked Flycatcher', 'Philippine Jungle Crow', 'Little Egret', 'Lowland White-eye', 'Scaly-breasted Munia', 'Garden Sunbird', 'Pacific Swallow', 'Philippine Hawk-Cuckoo', 'Philippine Bulbul', 'Philippine Coucal', 'Philippine Hawk-Eagle', 'Philippine Hanging-Parrot', 'Philippine Magpie-Robin', 'Philippine Nightjar', 'Philippine Pied-Fantail', 'Philippine Pygmy Woodpecker', 'Pied Triller', 'Pygmy Flowerpecker', 'Red Collared-Dove', 'Red-keeled Flowerpecker', 'Spotted Dove', 'Tawny Grassbird', 'Western Hooded Pitta', 'White-breasted Woodswallow', 'White-eared Brown-Dove', 'Yellow-vented Bulbul', 'Zebra Dove']","Victoria Valley - Valley Golf, Antipolo",121.1461893,14.6007306,3,2022,31,15,37,9,46,917
"['Asian Koel', 'Barred Rail', 'Black-naped Monarch', 'Black-naped Oriole', 'Brown-breasted Kingfisher', 'Brown Shrike', 'Blue-tailed Bee-eater', 'Collared Kingfisher', 'Common Kingfisher', 'Coppersmith Barbet', 'Elegant Tit', 'Eurasian Tree Sparrow', 'Golden-bellied Gerygone', 'Gray-backed Tailorbird', 'Gray-rumped Swiftlet', 'Philippine Jungle Crow', 'Little Egret', 'Lowland White-eye', 'Garden Sunbird', 'Philippine Bulbul', 'Philippine Collared-Dove', 'Philippine Coucal', 'Philippine Hanging-Parrot', 'Philippine Magpie-Robin', 'Philippine Nightjar', 'Philippine Pied-Fantail', 'Philippine Pygmy Woodpecker', 'Pied Triller', 'Pygmy Flowerpecker', 'Red Collared-Dove', 'Red-keeled Flowerpecker', 'Spotted Dove', 'Tawny Grassbird', 'White-breasted Waterhen', 'White-breasted Woodswallow', 'White-eared Brown-Dove', 'Yellow-vented Bulbul', 'Zebra Dove']","Victoria Valley - Valley Golf, Antipolo",121.1461893,14.6007306,4,2022,32,6,35,3,38,302
"['Asian Koel', 'Barred Rail', 'Black-naped Oriole', 'Collared Kingfisher', 'Coppersmith Barbet', 'Elegant Tit', 'Eurasian Tree Sparrow', 'Golden-bellied Gerygone', 'Gray-rumped Swiftlet', 'Philippine Jungle Crow', 'Lowland White-eye', 'Garden Sunbird', 'Philippine Hawk-Cuckoo', 'Philippine Bulbul', 'Philippine Coucal', 'Philippine Magpie-Robin', 'Philippine Pied-Fantail', 'Philippine Pygmy Woodpecker', 'Pied Triller', 'Pygmy Flowerpecker', 'Red Collared-Dove', 'Red-keeled Flowerpecker', 'Rock Pigeon', 'Spotted Dove', 'Tawny Grassbird', 'Western Hooded Pitta', 'White-bellied Munia', 'White-breasted Woodswallow', 'Yellow-vented Bulbul']","Victoria Valley - Valley Golf, Antipolo",121.1461893,14.6007306,5,2022,27,2,28,1,29,80
"['Asian Koel', 'Barred Rail', 'Black-naped Monarch', 'Black-naped Oriole', 'Sunda Brush Cuckoo', 'Blue-tailed Bee-eater', 'Collared Kingfisher', 'Coppersmith Barbet', 'Elegant Tit', 'Asian Emerald Dove', 'Eurasian Tree Sparrow', 'Golden-bellied Gerygone', 'Golden-headed Cisticola', 'Gray-backed Tailorbird', 'Gray-rumped Swiftlet', 'Philippine Jungle Crow', 'Little Egret', 'Lowland White-eye', 'Mangrove Blue Flycatcher', 'Scaly-breasted Munia', 'Garden Sunbird', 'Pacific Swallow', 'Philippine Hawk-Cuckoo', 'Philippine Bulbul', 'Philippine Coucal', 'Philippine Hawk-Eagle', 'Philippine Hanging-Parrot', 'Philippine Magpie-Robin', 'Philippine Nightjar', 'Philippine Pied-Fantail', 'Philippine Pygmy Woodpecker', 'Pied Triller', 'Plain Bush-hen', 'Pygmy Flowerpecker', 'Red-crested Malkoha', 'Red-keeled Flowerpecker', 'Rock Pigeon', 'Rufous-crowned Bee-eater', 'Spotted Dove', 'Tawny Grassbird', 'Western Hooded Pitta', 'White-breasted Waterhen', 'White-breasted Woodswallow', 'White-eared Brown-Dove', 'White Cockatoo', 'Yellow-vented Bulbul', 'Zebra Dove']","Victoria Valley - Valley Golf, Antipolo",121.1461893,14.6007306,6,2022,34,13,45,2,47,1593
"['Asian Koel', 'Barred Rail', 'Black-naped Monarch', 'Black-naped Oriole', 'Sunda Brush Cuckoo', 'Collared Kingfisher', 'Coppersmith Barbet', 'Elegant Tit', 'Asian Emerald Dove', 'Eurasian Tree Sparrow', 'Golden-bellied Gerygone', 'Golden-headed Cisticola', 'Gray-backed Tailorbird', 'Gray-rumped Swiftlet', 'Philippine Jungle Crow', 'Lowland White-eye', 'Mangrove Blue Flycatcher', 'Scaly-breasted Munia', 'Garden Sunbird', 'Pacific Swallow', 'Philippine Hawk-Cuckoo', 'Philippine Bulbul', 'Philippine Coucal', 'Philippine Hawk-Eagle', 'Philippine Hanging-Parrot', 'Philippine Magpie-Robin', 'Philippine Pied-Fantail', 'Philippine Pygmy Woodpecker', 'Pied Triller', 'Plain Bush-hen', 'Pygmy Flowerpecker', 'Red-crested Malkoha', 'Red Junglefowl', 'Red-keeled Flowerpecker', 'Rock Pigeon', 'Rufous-crowned Bee-eater', 'Rufous Paradise-Flycatcher', 'Spotted Dove', 'Striated Grassbird', 'Little Heron', 'Tawny Grassbird', 'Violet Cuckoo', 'Western Hooded Pitta', 'White-breasted Waterhen', 'White-breasted Woodswallow', 'White-eared Brown-Dove', 'Yellow-vented Bulbul', 'Zebra Dove']","Victoria Valley - Valley Golf, Antipolo",121.1461893,14.6007306,7,2022,35,13,47,1,48,2183
"['Ashy Thrush', 'Barred Rail', 'Barn Swallow', 'Black-naped Monarch', 'Black-naped Oriole', 'Sunda Brush Cuckoo', 'Collared Kingfisher', 'Common Kingfisher', 'Coppersmith Barbet', 'Elegant Tit', 'Asian Emerald Dove', 'Eurasian Tree Sparrow', 'Golden-bellied Gerygone', 'Gray-backed Tailorbird', 'Gray-rumped Swiftlet', 'Philippine Jungle Crow', 'Little Egret', 'Lowland White-eye', 'Mangrove Blue Flycatcher', 'Scaly-breasted Munia', 'Garden Sunbird', 'Pacific Swallow', 'Philippine Hawk-Cuckoo', 'Philippine Bulbul', 'Philippine Coucal', 'Philippine Hawk-Eagle', 'Philippine Hanging-Parrot', 'Philippine Magpie-Robin', 'Philippine Pied-Fantail', 'Philippine Pygmy Woodpecker', 'Pied Triller', 'Plain Bush-hen', 'Pygmy Flowerpecker', 'Red-keeled Flowerpecker', 'Rock Pigeon', 'Spotted Dove', 'Striated Grassbird', 'Tawny Grassbird', 'Western Hooded Pitta', 'White-bellied Munia', 'White-breasted Woodswallow', 'White-eared Brown-Dove', 'Yellow-vented Bulbul', 'Zebra Dove']","Victoria Valley - Valley Golf, Antipolo",121.1461893,14.6007306,8,2022,33,11,41,3,44,695
"['Ashy Thrush', 'Black-naped Monarch', 'Black-naped Oriole', 'Brown Shrike', 'Sunda Brush Cuckoo', 'Collared Kingfisher', 'Coppersmith Barbet', 'Elegant Tit', 'Asian Emerald Dove', 'Golden-bellied Gerygone', 'Chinese Sparrowhawk', 'Gray-backed Tailorbird', 'Gray-rumped Swiftlet', 'Java Sparrow', 'Philippine Jungle Crow', 'Lowland White-eye', 'Mangrove Blue Flycatcher', 'Scaly-breasted Munia', 'Garden Sunbird', 'Philippine Bulbul', 'Philippine Coucal', 'Philippine Magpie-Robin', 'Philippine Pied-Fantail', 'Philippine Pygmy Woodpecker', 'Pied Triller', 'Pygmy Flowerpecker', 'Red-keeled Flowerpecker', 'Spotted Dove', 'Tawny Grassbird', 'White-bellied Munia', 'White-breasted Woodswallow', 'White-eared Brown-Dove', 'Yellow-vented Bulbul', 'Zebra Dove']","Victoria Valley - Valley Golf, Antipolo",121.1461893,14.6007306,9,2022,26,8,32,2,34,387
"['Arctic Warbler', 'Ashy Minivet', 'Barred Rail', 'Barn Swallow', 'Black-naped Monarch', 'Black-naped Oriole', 'Brown Shrike', 'Collared Kingfisher', 'Common Kingfisher', 'Coppersmith Barbet', 'Elegant Tit', 'Eurasian Tree Sparrow', 'Golden-bellied Gerygone', 'Gray Wagtail', 'Guaiabero', 'Gray-backed Tailorbird', 'Gray-rumped Swiftlet', 'Gray-streaked Flycatcher', 'Philippine Jungle Crow', 'Little Egret', 'Lowland White-eye', 'Mangrove Blue Flycatcher', 'Scaly-breasted Munia', 'Garden Sunbird', 'Osprey', 'Pacific Swallow', 'Philippine Bulbul', 'Philippine Coucal', 'Philippine Hawk-Eagle', 'Philippine Hanging-Parrot', 'Philippine Magpie-Robin', 'Philippine Pied-Fantail', 'Philippine Pygmy Woodpecker', 'Pied Triller', 'Pygmy Flowerpecker', 'Red-keeled Flowerpecker', 'Rock Pigeon', 'Spotted Dove', 'Tawny Grassbird', 'White-breasted Waterhen', 'White-breasted Woodswallow', 'Yellow-vented Bulbul', 'Zebra Dove']","Victoria Valley - Valley Golf, Antipolo",121.1461893,14.6007306,10,2022,32,11,35,8,43,839
"['Arctic Warbler', 'Barred Rail', 'Black-naped Monarch', 'Black-naped Oriole', 'Brown Shrike', 'Eastern Cattle-Egret', 'Collared Kingfisher', 'Common Sandpiper', 'Coppersmith Barbet', 'Elegant Tit', 'Asian Emerald Dove', 'Golden-bellied Gerygone', 'Gray Wagtail', 'Gray-rumped Swiftlet', 'Gray-streaked Flycatcher', 'Philippine Jungle Crow', 'Little Egret', 'Lowland White-eye', 'Mangrove Blue Flycatcher', 'Narcissus Flycatcher', 'Scaly-breasted Munia', 'Garden Sunbird', 'Philippine Bulbul', 'Philippine Coucal', 'Philippine Hanging-Parrot', 'Philippine Magpie-Robin', 'Philippine Pied-Fantail', 'Philippine Pygmy Woodpecker', 'Pied Bushchat', 'Red-keeled Flowerpecker', 'Spotted Dove', 'Tawny Grassbird', 'White-breasted Waterhen', 'White-breasted Woodswallow', 'White-eared Brown-Dove', 'Yellow-vented Bulbul', 'Zebra Dove']","Victoria Valley - Valley Golf, Antipolo",121.1461893,14.6007306,11,2022,28,9,31,6,37,391
"['Arctic Warbler', 'Barred Rail', 'Barn Swallow', 'Black-naped Monarch', 'Black-naped Oriole', 'Brown-breasted Kingfisher', 'Brown Shrike', 'Collared Kingfisher', 'Coppersmith Barbet', 'Elegant Tit', 'Asian Emerald Dove', 'Golden-bellied Gerygone', 'Gray Wagtail', 'Gray-backed Tailorbird', 'Gray-rumped Swiftlet', 'Gray-streaked Flycatcher', 'Philippine Jungle Crow', 'Little Egret', 'Lowland White-eye', 'Scaly-breasted Munia', 'Garden Sunbird', 'Pacific Swallow', 'Philippine Cuckoo-Dove', 'Philippine Bulbul', 'Philippine Coucal', 'Philippine Hawk-Eagle', 'Philippine Magpie-Robin', 'Philippine Pied-Fantail', 'Philippine Pygmy Woodpecker', 'Pied Triller', 'Pygmy Flowerpecker', 'Red Collared-Dove', 'Red-keeled Flowerpecker', 'Rock Pigeon', 'Rose-ringed Parakeet', 'Scale-feathered Malkoha', 'Spotted Dove', 'Tawny Grassbird', 'White-breasted Waterhen', 'White-breasted Woodswallow', 'Yellow-vented Bulbul', 'Zebra Dove']","Victoria Valley - Valley Golf, Antipolo",121.1461893,14.6007306,12,2022,33,9,37,5,42,872
"['Coppersmith Barbet', 'Asian Emerald Dove', 'Philippine Bulbul', 'Yellow-vented Bulbul']","Phillips Drive, Victoria Valley Subdivision, Florendo, Antipolo,",121.146199,14.6006613,8,2022,3,1,4,0,4,26
"['Barn Swallow', 'Brown Shrike', 'Collared Kingfisher', 'Eurasian Tree Sparrow', 'Philippine Bulbul', 'Philippine Pied-Fantail', 'Philippine Pygmy Woodpecker', 'Red-keeled Flowerpecker', 'Yellow-vented Bulbul', 'Zebra Dove']","Phillips Drive, Victoria Valley Subdivision, Florendo, Antipolo,",121.146199,14.6006613,10,2022,9,1,8,2,10,31
"['Brown-breasted Kingfisher', 'Gray-rumped Swiftlet']","Antipolo river, Victoria Valley, Rizal, Philippines",121.1469561,14.5958233,10,2022,2,0,2,0,2,11
"['Barred Rail', 'Barn Swallow', 'Black-naped Oriole', 'Collared Kingfisher', 'Coppersmith Barbet', 'Elegant Tit', 'Eurasian Tree Sparrow', 'Philippine Jungle Crow', 'Lowland White-eye', 'Mangrove Blue Flycatcher', 'Scaly-breasted Munia', 'Garden Sunbird', 'Philippine Cuckoo-Dove', 'Philippine Bulbul', 'Philippine Coucal', 'Philippine Pied-Fantail', 'Philippine Pygmy Woodpecker', 'Spotted Dove', 'White-breasted Woodswallow', 'Yellow-vented Bulbul', 'Zebra Dove']","victoria valley, seagull drive",121.1470028,14.599538,7,2022,19,2,20,1,21,132
"['Black-naped Oriole', 'Collared Kingfisher', 'Elegant Tit', 'Eurasian Tree Sparrow', 'Philippine Jungle Crow', 'Lowland White-eye', 'Philippine Coucal', 'Western Hooded Pitta', 'White-eared Brown-Dove', 'Yellow-vented Bulbul', 'Zebra Dove']","victoria valley, seagull drive",121.1470028,14.599538,8,2022,9,2,10,1,11,20
"['Black-naped Monarch', 'Black-naped Oriole', 'Brown Shrike', 'Collared Kingfisher', 'Coppersmith Barbet', 'Elegant Tit', 'Golden-bellied Gerygone', 'Philippine Jungle Crow', 'Lowland White-eye', 'Scaly-breasted Munia', 'Garden Sunbird', 'Philippine Bulbul', 'Philippine Coucal', 'Philippine Hawk-Eagle', 'Philippine Magpie-Robin', 'Philippine Pied-Fantail', 'Philippine Pygmy Woodpecker', 'Pied Triller', 'Pygmy Flowerpecker', 'Red-keeled Flowerpecker', 'Spotted Dove', 'Tawny Grassbird', 'White-breasted Woodswallow', 'White-eared Brown-Dove', 'Yellow-vented Bulbul', 'Zebra Dove']","Victoria Valley Subdivision, Antipolo (restricted access)",121.1474403,14.5994896,1,2022,22,4,25,1,26,155
"['Black-naped Oriole', 'Collared Kingfisher', 'Elegant Tit', 'Eurasian Tree Sparrow', 'Garden Sunbird', 'Philippine Coucal', 'Philippine Hawk-Eagle', 'Pygmy Flowerpecker', 'Red Collared-Dove', 'Tawny Grassbird', 'Yellow-vented Bulbul']","Victoria Valley Subdivision, Antipolo (restricted access)",121.1474403,14.5994896,6,2022,10,1,11,0,11,30
['Palm Cockatoo'],"Victoria Valley Subdivision, Antipolo (restricted access)",121.1474403,14.5994896,7,2022,0,1,1,0,1,1
"['Asian Emerald Dove', 'Western Hooded Pitta', 'White-eared Brown-Dove', 'Yellow-vented Bulbul']","Victoria Valley Subdivision, Antipolo (restricted access)",121.1474403,14.5994896,8,2022,1,3,3,1,4,5
"['Ashy Thrush', 'Black-naped Oriole', 'Collared Kingfisher', 'Golden-bellied Gerygone', 'Golden-headed Cisticola', 'Gray-backed Tailorbird', 'Gray-rumped Swiftlet', 'Little Egret', 'Lowland White-eye', 'Mangrove Blue Flycatcher', 'Scaly-breasted Munia', 'Garden Sunbird', 'Philippine Bulbul', 'Philippine Coucal', 'Philippine Magpie-Robin', 'Philippine Pied-Fantail', 'Philippine Pygmy Woodpecker', 'Philippine Serpent-Eagle', 'Pygmy Flowerpecker', 'Red-keeled Flowerpecker', 'Rock Pigeon', 'Spotted Dove', 'Tawny Grassbird', 'White-breasted Waterhen', 'White-breasted Woodswallow', 'White-eared Brown-Dove', 'Yellow-vented Bulbul', 'Zebra Dove']","Victoria Valley Subdivision, Antipolo (restricted access)",121.1474403,14.5994896,9,2022,24,4,28,0,28,102
"['Arctic Warbler', 'Barred Rail', 'Barn Swallow', 'Black-naped Monarch', 'Black-naped Oriole', 'Brown Shrike', 'Collared Kingfisher', 'Elegant Tit', 'Eurasian Tree Sparrow', 'Golden-bellied Gerygone', 'Gray-backed Tailorbird', 'Gray-rumped Swiftlet', 'Philippine Jungle Crow', 'Little Egret', 'Lowland White-eye', 'Scaly-breasted Munia', 'Garden Sunbird', 'Pacific Swallow', 'Philippine Bulbul', 'Philippine Coucal', 'Philippine Magpie-Robin', 'Philippine Pied-Fantail', 'Philippine Pygmy Woodpecker', 'Pygmy Flowerpecker', 'Red-keeled Flowerpecker', 'Rock Pigeon', 'Spotted Dove', 'White-breasted Woodswallow', 'Yellow-vented Bulbul', 'Zebra Dove']","Victoria Valley Subdivision, Antipolo (restricted access)",121.1474403,14.5994896,10,2022,27,3,27,3,30,96
"['Arctic Warbler', 'Barred Rail', 'Black-naped Oriole', 'Brown Shrike', 'Collared Kingfisher', 'Common Sandpiper', 'Coppersmith Barbet', 'Elegant Tit', 'Asian Emerald Dove', 'Eurasian Tree Sparrow', 'Golden-bellied Gerygone', 'Gray Wagtail', 'Gray-rumped Swiftlet', 'Gray-streaked Flycatcher', 'Little Egret', 'Lowland White-eye', 'Mangrove Blue Flycatcher', 'Narcissus Flycatcher', 'Scaly-breasted Munia', 'Garden Sunbird', 'Philippine Bulbul', 'Philippine Coucal', 'Philippine Hawk-Eagle', 'Philippine Magpie-Robin', 'Philippine Pied-Fantail', 'Philippine Pygmy Woodpecker', 'Pied Bushchat', 'Pygmy Flowerpecker', 'Red-keeled Flowerpecker', 'Rock Pigeon', 'Spotted Dove', 'Tawny Grassbird', 'White-breasted Waterhen', 'White-breasted Woodswallow', 'Yellow-vented Bulbul', 'Zebra Dove']","Victoria Valley Subdivision, Antipolo (restricted access)",121.1474403,14.5994896,11,2022,28,8,30,6,36,227
"['Arctic Warbler', 'Barred Rail', 'Barn Swallow', 'Black-naped Oriole', 'Brown-breasted Kingfisher', 'Brown Shrike', 'Collared Kingfisher', 'Elegant Tit', 'Asian Emerald Dove', 'Eurasian Tree Sparrow', 'Golden-bellied Gerygone', 'Gray-backed Tailorbird', 'Gray-rumped Swiftlet', 'Gray-streaked Flycatcher', 'Philippine Jungle Crow', 'Little Egret', 'Lowland White-eye', 'Garden Sunbird', 'Pacific Swallow', 'Philippine Bulbul', 'Philippine Hawk-Eagle', 'Philippine Magpie-Robin', 'Philippine Pied-Fantail', 'Philippine Pygmy Woodpecker', 'Pygmy Flowerpecker', 'Red Collared-Dove', 'Red-keeled Flowerpecker', 'Spotted Dove', 'Striated Grassbird', 'Tawny Grassbird', 'White-breasted Woodswallow', 'White-eared Brown-Dove', 'Yellow-vented Bulbul', 'Zebra Dove']","Victoria Valley Subdivision, Antipolo (restricted access)",121.1474403,14.5994896,12,2022,28,6,30,4,34,167
"['Asian Koel', 'Barred Rail', 'Black-naped Oriole', 'Collared Kingfisher', 'Coppersmith Barbet', 'Elegant Tit', 'Asian Emerald Dove', 'Eurasian Tree Sparrow', 'Golden-bellied Gerygone', 'Gray-backed Tailorbird', 'Gray-rumped Swiftlet', 'Philippine Jungle Crow', 'Lowland White-eye', 'Garden Sunbird', 'Philippine Bulbul', 'Philippine Coucal', 'Philippine Magpie-Robin', 'Philippine Pied-Fantail', 'Philippine Pygmy Woodpecker', 'Pied Triller', 'Spotted Dove', 'Tawny Grassbird', 'Western Hooded Pitta', 'White-breasted Woodswallow', 'White-eared Brown-Dove', 'Yellow-vented Bulbul']","Victoria Valley, Antipolo, Calabarzon, PH (14.598, 121.148)",121.1475891,14.5975893,5,2022,23,3,25,1,26,250
"['Common Kingfisher', 'Little Egret']","Pelican Drive, Antipolo river",121.1476267,14.5953692,9,2022,1,1,1,1,2,2
"['Black-naped Oriole', 'Collared Kingfisher', 'Gray-rumped Swiftlet', 'Lowland White-eye', 'Scaly-breasted Munia', 'Philippine Cuckoo-Dove', 'Zebra Dove']","Tweeter Drive, Victoria Valley Subdivision, Florendo, Antipolo,",121.1481611,14.6004393,7,2022,6,1,7,0,7,16
"['Black-naped Oriole', 'Collared Kingfisher', 'Coppersmith Barbet', 'Eurasian Tree Sparrow', 'Golden-bellied Gerygone', 'Gray-rumped Swiftlet', 'Philippine Jungle Crow', 'Lowland White-eye', 'Garden Sunbird', 'Philippine Bulbul', 'Philippine Magpie-Robin', 'Philippine Pied-Fantail', 'Pygmy Swiftlet', 'Red Collared-Dove', 'White-breasted Woodswallow', 'Yellow-vented Bulbul']","Tweeter Drive, Victoria Valley Subdivision, Florendo, Antipolo,",121.1481611,14.6004393,8,2022,16,0,16,0,16,103
"['Barn Swallow', 'Blue-tailed Bee-eater', 'Red-keeled Flowerpecker', 'White-breasted Woodswallow']","Tweeter Drive, Victoria Valley Subdivision, Florendo, Antipolo,",121.1481611,14.6004393,9,2022,3,1,2,2,4,14
"['Black-naped Oriole', 'Brown Shrike', 'Eurasian Tree Sparrow', 'Gray-streaked Flycatcher', 'Garden Sunbird', 'White-breasted Woodswallow', 'Yellow-vented Bulbul', 'Zebra Dove']","Tweeter Drive, Victoria Valley Subdivision, Florendo, Antipolo,",121.1481611,14.6004393,10,2022,6,2,6,2,8,38
"['Collared Kingfisher', 'Little Egret', 'Zebra Dove']","Twin Bridge Drive, Antipolo, Rizal, Philippines",121.1481874,14.5936555,8,2022,3,0,3,0,3,4
"['Brown Shrike', 'Eurasian Tree Sparrow', 'Philippine Jungle Crow', 'Yellow-vented Bulbul']","Twin Bridge Drive, Antipolo, Rizal, Philippines",121.1481874,14.5936555,9,2022,3,1,3,1,4,11
"['Barn Swallow', 'Black-naped Oriole', 'Brown Shrike', 'Blue-tailed Bee-eater', 'Eurasian Tree Sparrow', 'Philippine Jungle Crow', 'Little Egret', 'Lowland White-eye', 'Philippine Pied-Fantail', 'White-breasted Woodswallow', 'Yellow-vented Bulbul', 'Zebra Dove']","Twin Bridge Drive, Antipolo, Rizal, Philippines",121.1481874,14.5936555,10,2022,10,2,9,3,12,62
"['Gray-rumped Swiftlet', 'Garden Sunbird', 'Philippine Pied-Fantail', 'White-breasted Woodswallow', 'Yellow-vented Bulbul']","Twin Bridge Drive, Antipolo, Rizal, Philippines",121.1481874,14.5936555,11,2022,5,0,5,0,5,40
"['Black-naped Oriole', 'Collared Kingfisher', 'Elegant Tit', 'Eurasian Tree Sparrow', 'Philippine Jungle Crow', 'Lowland White-eye', 'Scaly-breasted Munia', 'Garden Sunbird', 'Philippine Bulbul', 'Philippine Coucal', 'Philippine Hawk-Eagle', 'Philippine Magpie-Robin', 'Philippine Pied-Fantail', 'Philippine Pygmy Woodpecker', 'Pygmy Flowerpecker', 'Red Collared-Dove', 'Rufous-crowned Bee-eater', 'Tawny Grassbird', 'White-breasted Woodswallow', 'Yellow-vented Bulbul']",Victoria Valley,121.1482573,14.5974653,6,2022,19,1,20,0,20,56
"['Arctic Warbler', 'Black-naped Monarch', 'Brown Shrike', 'Sunda Brush Cuckoo', 'Collared Kingfisher', 'Elegant Tit', 'Golden-bellied Gerygone', 'Gray-streaked Flycatcher', 'Lowland White-eye', 'Scaly-breasted Munia', 'Garden Sunbird', 'Philippine Pygmy Woodpecker', 'Red-keeled Flowerpecker', 'White-breasted Woodswallow', 'Yellow-vented Bulbul', 'Zebra Dove']",Victoria Valley,121.1482573,14.5974653,10,2022,11,5,13,3,16,65
"['Black-naped Oriole', 'Brown Shrike', 'Collared Kingfisher', 'Gray Wagtail', 'Yellow-vented Bulbul']","Victoria Valley Park, Sunbird Drive, Antipolo, Rizal,Philippins",121.1494227,14.5978322,10,2022,3,2,3,2,5,11
"['Guaiabero', 'White-breasted Woodswallow']",Victoria Valley Townhouse Area,121.1498017,14.5949508,6,2022,1,1,2,0,2,6
"['Barred Rail', 'Brown-breasted Kingfisher', 'Brown Shrike', 'Eastern Cattle-Egret', 'Eurasian Tree Sparrow', 'Philippine Jungle Crow', 'Purple Heron', 'White-breasted Woodswallow', 'Zebra Dove']",San Beda University Rizal Campus,121.1498069,14.5617705,3,2022,7,2,8,1,9,50
"['Barn Swallow', 'Coppersmith Barbet', 'Gray-rumped Swiftlet', 'Philippine Jungle Crow', 'Scaly-breasted Munia', 'Ameline Swiftlet', 'Philippine Bulbul', 'Philippine Coucal', 'Philippine Hawk-Eagle', 'Philippine Magpie-Robin', 'Pygmy Swiftlet', 'Red-keeled Flowerpecker', 'Yellow-vented Bulbul']",Antipolo,121.1498802,14.6071305,2,2022,12,1,12,1,13,69
"['Black-bellied Plover', 'Black-headed Gull', 'Black-winged Stilt', 'Caspian Tern', 'Chinese Egret', 'Common Greenshank', 'Common Redshank', 'Common Sandpiper', 'Coppersmith Barbet', 'Curlew Sandpiper', 'Gray Heron', 'Great Egret', 'Greater Sand-Plover', 'Gray Wagtail', 'Gull-billed Tern', 'Gray-tailed Tattler', 'Medium Egret', 'Kentish Plover', 'Siberian Sand-Plover', 'Little Egret', 'Little Tern', 'Marsh Sandpiper', 'Osprey', 'Pacific Golden-Plover', 'Purple Heron', 'Red-necked Stint', 'Ruddy Turnstone', 'Little Heron', 'Terek Sandpiper', 'Eurasian Whimbrel', 'Whiskered Tern']",Meycauayan River,120.900946,14.74468,2,2023,13,18,6,25,31,4669
"['Barn Swallow', 'Collared Kingfisher', 'Common Sandpiper', 'Great Egret', 'Siberian Sand-Plover', 'Little Egret', 'Purple Heron', 'Ruddy Turnstone', 'Eurasian Whimbrel', 'Whiskered Tern']","Maycauayan River (south), Bulacan, Luzon",120.901048,14.726443,11,2023,5,5,3,7,10,446
"['Gray Heron', 'Little Egret', 'Purple Heron', 'Whiskered Tern']",Manila Bay - Sta Maria River via Meycauayan River,120.9010507,14.7371551,4,2023,2,2,2,2,4,3006
"['Black-crowned Night Heron', 'Little Egret', 'Purple Heron']",Manila Bay - Sta Maria River via Meycauayan River,120.9010507,14.7371551,6,2023,2,1,3,0,3,16
"['Common Kingfisher', 'Little Egret', 'Pacific Swallow', 'Whiskered Tern']",Manila Bay - Sta Maria River via Meycauayan River,120.9010507,14.7371551,9,2023,3,1,2,2,4,1003
"['Black-crowned Night Heron', 'Great Egret', 'Little Egret', 'Purple Heron', 'Whiskered Tern']",Manila Bay - Sta Maria River via Meycauayan River,120.9010507,14.7371551,10,2023,3,2,3,2,5,1825
"['Black-crowned Night Heron', 'Whiskered Tern']","Maycauayan River mouth, Bulacan, Luzon, Philippines",120.902257,14.721158,11,2023,2,0,1,1,2,6410
